1552
0,720,2
1,510,2
2,757,2
3,442,2
4,592,2
5,630,2
6,3,2
7,476,2
8,751,2
9,657,2
10,96,2
11,31,2
12,522,2
13,609,2
14,212,2
15,219,2
16,354,2
17,39,2
18,253,1
19,479,2
20,596,2
21,118,2
22,146,2
23,770,2
24,359,2
25,206,2
26,661,1
27,56,2
28,330,2
29,40,2
30,303,2
31,153,2
32,478,2
33,514,2
34,659,2
35,225,2
36,256,2
37,321,2
38,567,2
39,419,2
40,581,2
41,509,2
42,576,2
43,0,2
44,136,2
45,348,2
46,612,2
47,461,2
48,16,2
49,84,2
50,703,2
51,710,2
52,288,2
53,164,2
54,595,2
55,262,2
56,575,2
57,437,2
58,98,2
59,637,2
60,293,2
61,215,2
62,180,2
63,140,2
64,728,2
65,221,2
66,600,2
67,110,2
68,717,1
69,270,2
70,343,2
71,410,2
72,47,2
73,69,2
74,732,2
75,722,2
76,193,2
77,271,2
78,483,2
79,331,1
80,280,2
81,406,2
82,721,2
83,344,2
84,788,2
85,719,2
86,715,2
87,41,1
88,503,2
89,102,2
90,93,1
91,345,2
92,224,2
93,673,2
94,647,1
95,463,2
96,35,2
97,502,2
98,750,2
99,607,2
100,384,2
101,251,2
102,482,2
103,439,2
104,445,2
105,389,2
106,383,2
107,216,2
108,589,2
109,420,2
110,205,2
111,701,2
112,382,2
113,766,2
114,142,2
115,453,2
116,664,2
117,524,2
118,737,2
119,492,2
120,189,2
121,301,2
122,247,2
123,399,2
124,525,2
125,287,2
126,560,2
127,586,2
128,541,1
129,654,2
130,368,2
131,421,2
132,508,2
133,336,2
134,782,2
135,472,2
136,182,2
137,758,2
138,561,2
139,390,2
140,34,2
141,731,2
142,63,1
143,15,2
144,30,2
145,346,1
146,4,2
147,184,2
148,771,2
149,186,2
150,259,2
151,616,2
152,183,2
153,166,2
154,350,2
155,315,2
156,641,2
157,590,2
158,709,2
159,62,2
160,71,2
161,370,2
162,430,2
163,559,2
164,22,2
165,606,2
166,649,2
167,648,2
