3163.0
0,668,2
1,29,2
2,644,2
3,1,2
4,3,21
5,279,2
6,696,2
7,311,2
8,6,12
9,7,4
10,247,2
11,11,5
12,481,2
13,190,2
14,10,2
15,18,13
16,585,2
17,95,2
18,46,2
19,15,7
20,103,2
21,241,2
22,23,9
23,449,2
24,21,25
25,27,3
26,439,2
27,591,2
28,26,4
29,626,2
30,30,15
31,178,2
32,596,2
33,515,2
34,34,11
35,554,2
36,466,2
37,39,16
38,106,2
39,35,16
40,71,2
41,307,2
42,44,5
43,42,3
44,309,2
45,650,2
46,48,6
47,691,2
48,47,5
49,242,2
50,31,2
51,20,2
52,416,2
53,50,9
54,53,6
55,167,2
56,55,3
57,385,2
58,58,4
59,293,2
60,61,3
61,189,3
62,548,2
63,317,2
64,64,4
65,101,1
66,161,2
67,528,2
68,67,7
69,65,19
70,534,2
71,70,9
72,73,32
73,473,1
74,80,1
75,253,2
76,75,17
77,9,2
78,541,2
79,79,4
80,680,2
81,196,2
82,81,2
83,122,2
84,84,18
85,243,2
86,87,11
87,497,2
88,223,2
89,89,4
90,91,2
91,92,3
92,140,2
93,396,2
94,684,2
95,97,9
96,98,3
97,59,2
98,68,2
99,506,2
100,617,2
101,693,2
102,104,5
103,238,2
104,100,3
105,419,2
106,107,13
107,464,2
108,538,2
109,108,15
110,184,2
111,66,2
112,335,2
113,113,4
114,110,8
115,117,8
116,584,2
117,119,4
118,556,2
119,298,2
120,120,29
121,363,2
122,685,2
123,658,2
124,124,20
125,612,2
126,125,11
127,234,2
128,452,2
129,128,11
130,134,22
131,413,2
132,131,15
133,442,2
134,233,2
135,312,2
136,136,5
137,138,6
138,355,2
139,302,2
140,486,2
141,142,9
142,126,2
143,250,2
144,143,3
145,173,2
146,146,4
147,270,2
148,149,2
149,346,2
150,177,2
151,156,1
152,252,2
153,151,14
154,150,10
155,43,2
156,157,2
157,445,2
158,159,9
159,681,2
160,115,3
161,160,3
162,689,2
163,163,4
164,41,2
165,482,2
166,166,10
167,165,15
168,63,2
169,334,2
170,174,3
171,170,2
172,82,2
173,522,2
174,631,2
175,203,2
176,571,2
