1362.0
0,514,2
1,30,2
2,262,2
3,1,2
4,340,2
5,498,1
6,699,2
7,509,2
8,328,2
9,266,2
10,170,2
11,214,2
12,128,2
13,330,2
14,311,1
15,397,2
16,537,1
17,76,2
18,453,2
19,108,2
20,252,2
21,154,2
22,100,2
23,449,2
24,251,2
25,132,2
26,240,2
27,591,2
28,306,2
29,626,2
30,653,1
31,469,2
32,195,2
33,512,2
34,386,2
35,465,2
36,58,2
37,219,2
38,208,2
39,199,3
40,313,2
41,463,2
42,283,2
43,392,2
44,484,2
45,333,2
46,373,2
47,691,2
48,254,2
49,242,2
50,455,2
51,20,2
52,72,2
53,351,2
54,24,1
55,496,2
56,387,2
57,400,2
58,198,2
59,460,2
60,385,2
61,515,2
62,209,2
63,22,2
64,2,2
65,101,1
66,438,2
67,281,2
68,321,2
69,466,2
70,569,2
71,424,2
72,96,2
73,473,1
74,80,1
75,300,2
76,632,1
77,353,2
78,679,2
79,309,1
80,680,2
81,15,2
82,662,2
83,580,2
84,556,2
85,602,2
86,129,2
87,329,2
88,312,2
89,694,2
90,459,2
91,624,1
92,483,2
93,606,2
94,684,2
95,487,2
96,239,2
97,55,2
98,255,2
99,290,2
100,380,2
101,396,2
102,173,2
103,238,2
104,165,2
105,570,2
106,688,2
107,464,2
108,538,2
109,137,2
110,507,2
111,66,2
112,568,2
113,335,2
114,656,2
115,179,2
116,28,2
117,547,2
118,574,2
119,298,2
120,263,2
121,140,2
122,175,2
123,658,2
124,277,2
125,232,2
126,152,2
127,234,2
128,349,2
129,612,1
130,70,2
131,536,2
132,291,2
133,442,2
134,448,2
135,130,2
136,588,2
137,376,2
138,355,2
139,594,2
140,341,2
141,271,2
142,493,2
143,181,2
144,673,2
145,394,2
146,164,2
147,270,2
148,461,2
149,533,2
150,379,2
151,156,1
152,596,2
153,530,1
154,623,2
155,663,2
156,692,2
157,445,2
158,8,2
159,36,2
160,559,2
161,75,2
162,357,2
163,444,2
164,587,2
165,482,2
166,23,2
167,393,2
168,348,2
169,599,2
170,87,2
171,126,2
172,82,2
173,690,2
174,212,2
175,687,2
176,331,2
177,210,2
178,542,2
179,121,2
180,149,2
181,346,2
182,296,2
183,302,2
184,480,2
185,288,2
186,339,2
187,421,2
188,695,2
189,477,2
190,138,1
191,513,2
192,649,2
193,686,2
194,619,2
195,693,2
196,61,2
197,586,2
198,646,2
199,185,2
200,124,2
201,659,2
202,107,2
203,485,2
204,143,2
205,220,2
206,344,2
207,562,2
208,616,1
209,37,2
210,528,2
211,326,2
212,166,2
213,595,2
214,603,2
215,63,2
216,518,2
217,369,2
218,420,2
219,122,2
220,258,2
221,250,2
222,186,2
223,666,2
224,615,1
225,544,1
226,560,2
227,604,2
228,523,2
229,77,2
230,174,2
231,64,2
232,578,2
233,550,2
234,597,2
235,25,2
236,40,2
237,318,2
238,343,2
239,178,2
240,430,2
241,184,2
242,47,2
243,286,2
244,425,2
245,391,2
246,182,2
247,629,1
248,342,2
249,259,2
250,305,2
251,27,2
252,109,2
253,135,2
254,112,2
255,211,2
256,407,2
257,322,2
258,69,2
259,504,2
260,516,2
261,48,2
262,384,2
263,441,2
264,495,2
265,683,2
266,657,2
267,29,2
268,388,2
269,231,2
270,315,2
271,553,2
272,497,2
273,10,2
274,94,2
275,510,2
276,133,2
277,57,2
278,486,2
279,365,2
280,102,1
281,118,2
282,564,2
283,235,2
284,105,2
285,337,2
286,636,2
287,42,2
288,52,2
289,435,2
290,111,2
291,161,2
292,5,2
293,301,2
294,607,2
295,237,2
296,307,2
297,476,2
298,610,1
299,454,2
300,177,2
301,68,2
302,196,2
303,677,2
304,155,2
305,106,2
306,12,2
307,640,2
308,216,2
309,592,2
310,245,2
311,33,2
312,417,2
313,557,2
314,678,2
315,113,2
316,172,2
317,225,2
318,183,2
319,534,2
320,284,2
321,92,2
322,419,2
323,576,2
324,358,2
325,506,2
326,31,2
327,91,2
328,529,2
329,81,2
330,97,2
331,617,2
332,628,2
333,217,2
334,145,2
335,639,2
336,470,2
337,90,1
338,415,2
339,682,2
340,203,2
341,134,2
342,644,2
343,236,2
344,422,2
345,3,2
346,566,2
347,579,2
348,600,2
349,26,2
350,651,2
351,246,2
352,548,2
353,427,2
354,256,1
355,643,2
356,83,2
357,292,2
358,630,2
359,634,2
360,366,2
361,104,2
362,406,2
363,303,2
364,299,2
365,39,2
366,501,2
367,352,2
368,74,2
369,35,2
370,655,2
371,672,2
372,389,2
373,247,2
374,660,2
375,32,1
376,347,2
377,581,2
378,601,2
379,508,2
380,371,2
381,489,2
382,4,2
383,0,2
384,370,2
385,545,2
386,260,2
387,359,2
388,110,2
389,360,2
390,511,2
391,563,2
392,314,2
393,561,2
394,73,2
395,131,2
396,54,2
397,273,2
398,17,2
399,432,2
400,446,2
401,505,2
402,278,2
403,437,2
404,200,2
405,475,2
406,332,2
407,645,2
408,325,2
409,215,2
410,62,2
411,95,2
412,457,2
413,670,2
414,665,2
415,399,2
416,381,2
417,98,2
418,671,2
419,543,2
420,188,2
421,116,1
422,689,2
423,89,2
424,14,2
425,176,2
426,248,2
427,282,2
428,618,2
429,187,2
430,264,2
431,416,2
432,88,2
433,456,2
434,637,2
435,85,2
436,147,2
437,345,2
438,620,2
439,531,2
440,6,2
441,669,2
442,650,2
443,433,2
444,228,2
445,120,2
446,202,2
447,364,2
448,158,2
449,436,2
450,652,2
451,194,2
452,71,2
453,59,2
454,490,2
455,79,1
456,375,2
457,611,2
458,67,2
459,468,2
460,414,2
461,253,2
462,398,2
463,119,2
464,582,2
465,390,2
466,554,2
467,382,2
468,625,2
469,127,2
470,428,2
471,206,2
472,86,2
473,423,2
474,49,2
475,439,2
476,525,2
477,668,2
478,697,2
479,403,2
480,230,2
481,413,2
482,447,2
483,272,2
484,696,1
485,458,2
486,404,2
487,467,2
488,411,2
489,521,2
490,478,2
491,171,2
492,540,2
493,308,2
494,412,2
495,558,2
496,429,2
497,613,2
498,374,2
499,294,2
500,661,2
501,621,2
502,378,2
503,426,2
504,638,1
505,222,2
506,541,2
507,261,2
508,227,2
509,162,1
510,289,2
511,354,2
512,367,2
513,635,1
514,502,2
515,207,2
516,142,2
517,201,2
518,285,2
519,317,2
520,319,1
521,18,2
522,53,2
523,527,2
524,192,2
525,676,1
526,532,2
527,549,2
528,648,2
529,169,2
530,462,2
531,304,2
532,450,2
533,598,2
534,249,2
535,440,2
536,362,2
537,368,2
538,647,2
539,125,1
540,590,2
541,356,2
542,84,2
543,159,2
544,546,2
545,141,2
546,38,2
547,297,2
548,522,2
549,268,2
550,363,2
551,51,2
552,46,2
553,431,2
554,16,2
555,223,2
556,180,2
557,193,2
558,151,2
559,585,2
560,577,2
561,229,2
562,573,2
563,117,2
564,627,2
565,474,2
566,609,2
567,7,2
568,575,2
569,115,2
570,13,2
571,9,2
572,608,1
573,631,2
574,681,2
575,520,2
576,323,2
577,139,1
578,614,2
579,279,2
580,269,2
581,78,2
582,65,2
583,243,2
584,267,2
585,265,2
586,383,2
587,280,2
588,698,2
589,334,2
590,153,2
591,41,2
592,500,2
593,293,2
594,443,2
595,320,2
596,226,2
597,45,2
598,190,2
599,213,2
600,233,2
601,316,2
602,584,2
603,136,2
604,408,2
605,241,2
606,50,2
607,163,2
608,451,2
609,481,2
610,434,2
611,144,2
612,157,2
613,405,2
614,224,2
615,667,2
616,409,2
617,338,2
618,34,2
619,99,2
620,395,2
621,114,2
622,551,2
623,503,2
624,244,2
625,11,2
626,310,2
627,605,2
628,123,2
629,148,2
630,674,2
631,491,2
632,19,2
633,168,2
634,664,2
635,56,1
636,555,2
637,295,2
638,565,2
639,327,2
640,685,2
641,642,2
642,589,2
643,60,2
644,377,2
645,519,2
646,567,2
647,535,2
648,218,2
649,21,2
650,44,2
651,418,2
652,410,2
653,43,2
654,524,2
655,499,2
656,479,2
657,552,1
658,583,2
659,572,2
660,103,2
661,492,2
662,191,2
663,571,2
664,675,2
665,633,2
666,526,2
667,276,2
668,401,2
669,150,2
670,93,2
671,275,2
672,324,2
673,361,2
674,539,2
675,350,2
676,622,2
677,494,2
678,146,2
679,167,2
680,257,2
681,471,2
682,452,2
683,488,2
684,372,2
685,472,2
686,641,2
687,197,2
688,274,2
689,336,2
690,287,1
691,402,2
692,593,2
693,204,2
694,221,2
695,654,2
696,517,2
697,189,2
698,205,1
699,160,2
